nome;categoria;pasto_consigliato;kcal;proteine;lipidi;carboidrati;energia_kj;colesterolo;amido;zuccheri_solubili;alcol;fibra_totale;fibra_solubile;fibra_insolubile;saccarosio;glucosio;fruttosio;lattosio;galattosio;maltosio;maltotriosio;raffinosio;fluoro;sodio;magnesio;fosforo;cloro;potassio;calcio;cromo;manganese;ferro;nichel;rame;zinco;selenio;iodio;carotenoidi_totali;alfa_carotene;beta_carotene;criptoxantina;licopene;luteina;retinolo;zeaxantina;vitamina_a_equivalenti_retinolo;tiamina;riboflavina;niacina;acido_pantotenico;vitamina_b6;biotina;folati;vitamina_b12;vitamina_c;vitamina_d;vitamina_e;alfa_tocoferolo;beta_tocoferolo;gamma_tocoferolo;delta_tocoferolo;vitamina_k;acidi_grassi_saturi;rapporto_polinsaturi_saturi;alanina;cistina;acido_aspartico;acido_glutammico;fenilalanina;glicina;istidina;isoleucina;lisina;leucina;metionina;prolina;arginina;serina;treonina;valina;triptofano;tirosina;indice_chimico;aminoacido_limitante;acido_caffeico;acido_citrico;acido_fitico;acido_malico;apigenina;attivita_antiossidante;kaempferolo;fitosteroli;frutto-oligosaccaridi;miricetina;polifenoli;quercetina;violaxantina
Coratella di vitello;Frattaglie;cena,pranzo;100;17.1;3.2;0.8;419;0.0;0;0.8;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Cuore di bovini;Frattaglie;cena,pranzo;123;16.8;6.0;0.5;515;150.0;0;0.5;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;95;0;203;0;320.0;9.0;0;0;4.6;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;3;58.0;89.0;820.0;0;0;0.0;0.0;0;6;0;0;0;0;0;0;0;0;0;680.0;100.0;820.0;1315.0;463.0;510.0;247.0;490.0;849.0;890.0;228.0;0.0;632.0;470.0;460.0;568.0;122.0;346.0;146;Valina;0;0;0;0;0;0;0;0;0;0;0;0;0
Cuore di equini;Frattaglie;cena,pranzo;146;18.7;7.7;0.6;612;0.0;0;0.6;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;214;0;0.0;9.0;0;0;5;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;51.0;91.0;710.0;0;0;0.0;0.0;0;5;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Cuore di ovini;Frattaglie;cena,pranzo;134;16.9;7.2;0.4;560;0.0;0;0.4;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;200;0;0.0;9.0;0;0;5;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;49.0;80.0;750.0;0;0;0.0;0.0;0;3;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Cuore di pollo;Frattaglie;cena,pranzo;103;14.1;5.1;0.2;431;170.0;0;0.2;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Cuore di suino;Frattaglie;cena,pranzo;159;18.3;9.4;0.4;667;0.0;0;0.4;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;80;0;245;0;300.0;35.0;0;0;5.3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;9;40.0;127.0;610.0;0;0;0.0;0.0;0;5;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Cuore di tacchino;Frattaglie;cena,pranzo;103;14.1;5.1;0.2;431;150.0;0;0.2;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Fegato di bovini;Frattaglie;cena,pranzo;142;20.0;4.4;5.9;593;191.0;0;5.9;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;81;18;350;0;320.0;7.0;0;0;8.8;0;37.0;6.0;42;0;0;0;0.0;0;0;0;0.0;0;16500;26.0;330.0;135.0;0;0;0.0;0.0;0;31;0;0;0;0;0;0;0;0;0.6;640.0;110.0;947.0;1280.0;520.0;610.0;268.0;535.0;765.0;943.0;235.0;0.0;615.0;530.0;468.0;646.0;155.0;325.0;157;Solforati;0;0;0;0;0;0;0;0;0;0;0;0;0
Fegato di equini;Frattaglie;cena,pranzo;145;22.4;4.0;5.3;609;0.0;0;5.3;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;358;0;0.0;8.0;0;0;9;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;11000;30.0;288.0;1470.0;0;0;0.0;0.0;0;30;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Fegato di ovini;Frattaglie;cena,pranzo;135;19.5;5.5;2.0;565;0.0;0;2;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;67;19;364;0;300.0;8.0;0;0;12.6;0;87.0;39.0;42;0;0;0;0.0;0;0;0;0.0;0;15000;40.0;328.0;1310.0;0;0;0.0;0.0;0;33;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Fegato di pollo;Frattaglie;cena,pranzo;154;22.8;6.3;1.5;642;555.0;0;1.5;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;36600;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Fegato di suini;Frattaglie;cena,pranzo;140;22.8;4.8;1.5;586;260.0;0;1.5;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;108;21;362;0;356.0;10.0;0;0;18;0;26.0;63.0;42;0;0;0;0.0;0;0;0;0.0;0;16500;40.0;298.0;1450.0;0;0;0.0;0.0;0;23;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Fegato di tacchino;Frattaglie;cena,pranzo;127;17.8;6.0;0.5;532;435.0;0;0.5;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Lingua di bovini;Frattaglie;cena,pranzo;232;17.1;18;0.4;970;119.0;0;0.4;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;73;0;187;0;197.0;9.0;0;0;2.8;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;13.0;30.0;390.0;0;0;0.0;0.0;0;3;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Lingua di bovini, cotta, fritta;Frattaglie;cena,pranzo;309;22.8;24.0;0.5;1293;211.0;0;0.5;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Milza di bovini;Frattaglie;cena,pranzo;107;18.5;3.7;0.0;449;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;85;0;250;0;429.0;12.0;0;0;42;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;147;28.0;39.0;440.0;0;0;0.0;0.0;0;46;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Polmone di bovini;Frattaglie;cena,pranzo;75;14.0;2.1;0.0;313;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;198;0;173;0;340.0;15.0;0;0;6.7;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;23.0;25.0;200.0;0;0;0.0;0.0;0;40;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Rene di bovini;Frattaglie;cena,pranzo;118;18.4;4.6;0.8;494;375.0;0;0.8;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;180;16;220;0;230.0;9.0;0;0;8;0;81.0;26.0;145;0;0;0;0.0;0;0;0;0.0;0;345;37.0;225.0;580.0;0;0;0.0;0.0;0;13;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Trippa di bovini;Frattaglie;cena,pranzo;108;15.8;5.0;0.0;453;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;107;0;50;0;18.0;8.0;0;0;4;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;14.0;18.0;160.0;0;0;0.0;0.0;0;3;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Cheese burger, fast food;Fast-food a base di carne;cena,pranzo;300;16.3;13.1;30.2;1257;0.0;0;0;0;2.0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;tr;0;0;0;0;0;0;0;0;0;0
Hamburger, fast food;Fast-food a base di carne;cena,pranzo;251;13.1;9.1;30.1;1051;0.0;0;0;0;2.0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;tr;0;0;0;0;0;0;0;0;0;0
Chicken Nuggets, fast food;Fast-food a base di carne;cena,pranzo;242;17.7;12.4;15.4;1012;0.0;12.7;1.5;0;0.9;0;0;10.0;100;3.0;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Hamburger piccolo, solo carne, fast food;Fast-food a base di carne;cena,pranzo;264;24.5;18.4;0.0;1103;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Panino, fast food;Fast-food a base di carne;cena,pranzo;248;10.1;3.0;4.7;1036;0.0;35.9;7.5;0;2;0;0;110.0;340;27.0;0;0.0;4.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Panino con hamburger piccolo, fast food;Fast-food a base di carne;cena,pranzo;254;15.6;8.9;29.0;1061;0.0;22.1;4.7;0;1.2;0;0;70.0;210;17.0;0;0.0;2.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.40;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Patatine, fritte, fast food;Fast-food a base di carne;cena,pranzo;283;3.3;13.7;37.6;1184;0.0;36.3;1.3;0;2.7;0;0;20.0;70;4.0;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Acciuga o alice;Prodotti della pesca;cena,pranzo;96;16.8;2.6;1.5;403;61.0;0;1.5;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;110;22;196;0;278.0;148.0;0;0;2.8;0;1.0;42.0;0;0;0;0;0.0;0;0;0;0.0;0;32;6.0;26.0;1400.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0.87;547.0;109.0;1050.0;1346.0;354.0;430.0;402.0;490.0;821.0;792.0;208.0;274.0;451.0;387.0;432.0;452.0;104.0;253.0;116;Valina;0;0;0;0;0;0;0;0;0;0;0;0;0
Acciuga o alice, sott'olio;Prodotti della pesca;cena,pranzo;206;25.9;11.3;0.2;862;114.0;0;0.2;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;480;0;351;0;700.0;44.0;0;0;1.3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;58;6.0;20.0;650.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Acciuga o alice, sotto sale;Prodotti della pesca;cena,pranzo;137;25.0;3.1;2.3;571;119.0;0;2.3;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;55;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Anguilla, affumicata;Prodotti della pesca;cena,pranzo;231;17.5;17.8;0.2;966;0.0;0;0.2;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Anguilla, marinata;Prodotti della pesca;cena,pranzo;259;14.8;21.9;0.6;1082;0.0;0;0.6;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;202;0;0.0;18.0;0;0;0.7;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;940;28.0;37.0;350.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Anguilla di fiume;Prodotti della pesca;cena,pranzo;261;11.8;23.7;0.1;1092;92.0;0;0.1;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;65;27;218;0;217.0;31.0;0;0;1;0;0.0;0.0;18;0;0;0;0.0;0;0;0;0.0;0;1200;15.0;20.0;350.0;0;0;0.0;0.0;0;2;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Anguilla di mare;Prodotti della pesca;cena,pranzo;237;14.6;19.6;0.7;993;88.0;0;0.7;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;87;0;223;0;270.0;17.0;0;0;0.6;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;980;18.0;32.0;260.0;0;0;0.0;0.0;0;2;0;0;0;0;0;0;0;0;0.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Anguilla d'allevamento, filetti;Prodotti della pesca;cena,pranzo;237;16.2;18.9;0.5;991;87.0;0;0.5;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;480;0;0.0;20.0;0;0;0;0;0.0;0.0;17;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;tr;0;0.82;0;0;0;0;0;0;1.08;0.0;0.0;0.0;0.0;732.0;0.0;442.0;410.0;862.0;709.0;389.0;0.0;0.0;0.0;434.0;448.0;117.0;0.0;115;Valina;0;0;0;0;0;0;0;0;0;0;0;0;0
Capitone;Prodotti della pesca;cena,pranzo;247;13.0;21.5;0.5;1035;0.0;0;0.5;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;2;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Aringa;Prodotti della pesca;cena,pranzo;216;16.5;16.7;0.0;905;85.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;95;0;113;0;320.0;63.0;0;0;0.9;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;12;12.0;18.0;350.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Aringa, affumicata;Prodotti della pesca;cena,pranzo;194;19.9;12.7;0.0;811;82.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1237;0;254;0;602.0;66.0;0;0;1.4;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;9;0.0;28.0;330.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Aringa, marinata;Prodotti della pesca;cena,pranzo;199;18.3;14;0.0;833;97.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1030;0;150;0;98.0;30.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;46;5.0;21.0;330.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Aringa, sotto sale;Prodotti della pesca;cena,pranzo;218;19.8;15.4;0.0;911;110.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;5060;0;0;0;120.0;112.0;0;0;1.6;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;48;4.0;29.0;300.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Boga;Prodotti della pesca;cena,pranzo;87;18.3;1.2;0.8;364;25.0;0;0.8;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;22;0;0;348.0;65.0;0;0;4.1;0;9.0;2.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0.70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Carpa;Prodotti della pesca;cena,pranzo;139;18.9;7.1;0.0;584;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;50;0;220;0;286.0;34.0;0;0;1;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;44;7.0;4.0;150.0;0;0;0.0;0.0;0;1;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Cefalo muggine;Prodotti della pesca;cena,pranzo;127;15.8;6.8;0.7;531;53.0;0;0.7;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;67;21;220;0;340.0;26.0;0;0;1.8;0;1.0;2.0;0;0;0;0;0.0;0;0;0;0.0;0;17;6.0;10.0;730.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;1.16;610.0;40.0;940.0;1350.0;420.0;460.0;610.0;480.0;860.0;830.0;300.0;380.0;600.0;370.0;470.0;600.0;100.0;380.0;141;Leucina;0;0;0;0;0;0;0;0;0;0;0;0;0
Bottarga, cefalo muggine;Prodotti della pesca;cena,pranzo;405;43.5;25.7;0.0;1696;440.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;691.0;156.0;767.0;1276.0;478.0;518.0;0.0;495.0;985.0;795.0;232.0;1039.0;546.0;540.0;427.0;442.0;154.0;413.0;113;Valina;0;0;0;0;0;0;0;0;0;0;0;0;0
Cernia surgelata;Prodotti della pesca;cena,pranzo;88;17.0;2.0;0.5;368;0.0;0;0.5;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;120;0;128;0;280.0;11.0;0;0;0.3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;4.0;12.0;40.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Coregone;Prodotti della pesca;cena,pranzo;135;19.0;6.5;0.1;564;0.0;0;0.1;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;263;0;400.0;89.0;0;0;0.9;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;96;7.0;7.0;400.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;1.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
