nome;categoria;pasto_consigliato;kcal;proteine;lipidi;carboidrati;energia_kj;colesterolo;amido;zuccheri_solubili;alcol;fibra_totale;fibra_solubile;fibra_insolubile;saccarosio;glucosio;fruttosio;lattosio;galattosio;maltosio;maltotriosio;raffinosio;fluoro;sodio;magnesio;fosforo;cloro;potassio;calcio;cromo;manganese;ferro;nichel;rame;zinco;selenio;iodio;carotenoidi_totali;alfa_carotene;beta_carotene;criptoxantina;licopene;luteina;retinolo;zeaxantina;vitamina_a_equivalenti_retinolo;tiamina;riboflavina;niacina;acido_pantotenico;vitamina_b6;biotina;folati;vitamina_b12;vitamina_c;vitamina_d;vitamina_e;alfa_tocoferolo;beta_tocoferolo;gamma_tocoferolo;delta_tocoferolo;vitamina_k;acidi_grassi_saturi;rapporto_polinsaturi_saturi;alanina;cistina;acido_aspartico;acido_glutammico;fenilalanina;glicina;istidina;isoleucina;lisina;leucina;metionina;prolina;arginina;serina;treonina;valina;triptofano;tirosina;indice_chimico;aminoacido_limitante;acido_caffeico;acido_citrico;acido_fitico;acido_malico;apigenina;attivita_antiossidante;kaempferolo;fitosteroli;frutto-oligosaccaridi;miricetina;polifenoli;quercetina;violaxantina
Latte di vacca, in polvere, parzialmente scremato;Latte e yogurt;colazione;418;28.8;12.7;50.2;1748;58.0;0;50.2;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;879;0;0.0;1124.0;0;0;0.7;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;201;32.0;180.0;0.0;0;0;0.0;0.0;0;6;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Latte di vacca, in polvere, scremato;Latte e yogurt;colazione;351;33.1;0.9;56.2;1470;22.0;0;56.2;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;550;0;1030;0;1650.0;1323.0;0;0;0.9;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;12;35.0;180.0;80.0;0;0;0.0;0.0;0;6;0;tr;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Latte di vacca, UHT, intero;Latte e yogurt;colazione;63;3.3;3.6;4.7;265;11.0;0;4.7;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;11;95;0;150.0;120.0;0;0;0.2;0;0.0;30.0;0;0;0;0;0.0;0;0;0;0.0;0;50;4.0;0.0;0.0;0;0;0.0;7.0;0;1;0;0.07;0;0;0;0;0;0;0.06;340.0;106.0;769.0;2203.0;503.0;200.0;266.0;549.0;777.0;1014.0;231.0;1060.0;300.0;580.0;469.0;666.0;143.0;406.0;153;Solforati;0;0;0;0;0;0;0;0;0;0;0;0;0
Latte di vacca, UHT, parzialmente scremato;Latte e yogurt;colazione;46;3.2;1.6;5.1;194;7.0;0;5.1;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;11;94;0;0.0;120.0;0;0;0.1;0;1.0;37.0;1.6;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;6.0;0;1;0;0.04;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Crema di latte, 12% di lipidi;Latte e yogurt;colazione;140;2.8;12.5;4.4;587;43.0;0;4.4;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Panna da montare, 35% di lipidi;Latte e yogurt;cena,pranzo;337;2.3;35.0;3.4;1410;120.0;0;3.4;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;34;9;61;0;100.0;78.0;0;0;0;0;0.0;28.0;0;0;0;0;0.0;0;0;0;0.0;0;335;2.0;11.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Panna da cucina, sterilizzata, 23% di lipidi;Latte e yogurt;cena,pranzo;233;2.7;23.0;4.0;974;79.0;0;4.0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Yogurt, da latte intero;Latte e yogurt;colazione;66;3.8;3.9;4.3;278;11.0;0;4.3;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;48;12;105;0;170.0;125.0;0;0;0.1;0;;41.0;2;0;0;0;0.0;0;0;0;0.0;0;38;4.0;19.0;11.0;0;0;0.0;16.0;0;1;0;0.08;0;0;0;0;0;0;0.06;289.0;79.0;684.0;1684.0;447.0;184.0;237.0;421.0;684.0;789.0;237.0;789.0;289.0;474.0;368.0;553.0;105.0;500.0;134;Leucina;0;0;0;0;0;0;0;0;0;0;0;0;0
Yogurt, 0% lipidi;Latte e yogurt;colazione;420;4.7;0.1;6.0;1770;10.0;0.0;6.0;0;0.0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Yogurt greco, da latte intero;Latte e yogurt;colazione;115;6.4;9.1;2.0;481;0.0;0;2.0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;71;0;130;0;150.0;150.0;0;0;0.3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;121;3.0;36.0;10.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Yogurt greco, da latte magro, alla frutta;Latte e yogurt;colazione;740;6.0;0.9;11.0;3110;20.0;0.0;11.0;0;0.5;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Yogurt greco, 0% lipidi;Latte e yogurt;colazione;510;9.0;0.0;4.0;2130;10.0;0.0;4.0;0;0.0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Yogurt greco, 0% lipidi, aromatizzato;Latte e yogurt;colazione;860;7.5;0.0;15.0;3610;10.0;0.9;14.0;0;0.0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Yogurt da latte intero, alla frutta;Latte e yogurt;colazione;80;3.4;2.8;10.5;335;7.0;0;10.5;0;1.0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Yogurt da latte, parzialmente scremato;Latte e yogurt;colazione;43;3.4;1.7;3.8;181;8.0;0;3.8;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;45;0;94;0;149.0;120.0;0;0;0.1;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;21;4.0;18.0;10.0;0;0;0.0;0.0;0;1;0;0.06;0;0;0;0;0;0;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Yogurt da latte, scremato;Latte e yogurt;colazione;36;3.3;0.9;4.0;152;2.0;0;4.0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;58;0;0;0;185.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;14.0;0;1;0;tr;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Yogurt caprino;Latte e yogurt;colazione;60;3.6;2.9;5.1;249;9.0;0;5.1;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;60;0;105;0;251.0;124.0;0;0;0.1;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;196;3.0;13.0;26.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Formaggio molle da tavola;Formaggi e latticini;cena,pranzo;377;25.4;30.2;0.1;1578;0.0;0;1.0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;480;0;0.0;604.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;310;7.0;30.0;30.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Brie;Formaggi e latticini;cena,pranzo;320;19.3;26.9;0.2;1339;98.0;0;0.2;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;700;0;390;0;100.0;540.0;0;0;0.8;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;320;4.0;43.0;40.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Burrini;Formaggi e latticini;cena,pranzo;527;22.1;47.0;4.1;2204;0.0;0;4.1;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Butirro calabro;Formaggi e latticini;cena,pranzo;449;24.7;38.8;0.3;1879;0.0;0;0.3;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;202;0;0.0;135.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Caciocavallo;Formaggi e latticini;cena,pranzo;431;35.7;31.1;2.3;1805;0.0;0;2.3;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;960;20;590;0;80.0;860.0;660;0;0.3;0;0.0;375.0;7.80;0;0;0;0.0;0;0;0;0.0;0;420;1.0;45.0;0.0;0;0;0.0;0.0;0;tr;0;0.43;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Cacioricotta di capra;Formaggi e latticini;cena,pranzo;182;11.9;14.3;1.5;761;0.0;0;1.5;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;240;0;0.0;396.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Caciotta mista;Formaggi e latticini;cena,pranzo;384;24.5;31.0;1.8;1606;0.0;0;1.8;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;30;0;0;0.0;0.0;0;0;0;0;0.0;370.0;7.7;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Caciotta romana di pecora;Formaggi e latticini;cena,pranzo;364;27.7;27.3;2.1;1525;0.0;0;2.1;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;380;0.0;0.0;0.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Caciotta toscana;Formaggi e latticini;cena,pranzo;368;24.6;29.6;0.8;1539;0.0;0;0.8;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;514;0;0;0;145.0;531.0;0;0;0.6;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;453;0.0;0.0;0.0;0;0;0.0;0.0;0;tr;0;0.49;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Caciottina vaccina;Formaggi e latticini;cena,pranzo;324;21.1;25.4;3.0;1357;71.0;0;3.0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;tr;0;0.34;0;0;0;0;0;0;0;280.0;66.0;607.0;1592.0;474.0;175.0;261.0;436.0;687.0;815.0;289.0;943.0;336.0;483.0;355.0;540.0;109.0;507.0;138;Leucina;0;0;0;0;0;0;0;0;0;0;0;0;0
Caciottina fresca;Formaggi e latticini;cena,pranzo;263;17.3;21.3;0.5;1099;0.0;0;0.5;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;202;0.0;0.0;0.0;0;0;0.0;0.0;0;tr;0;0.22;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Camembert;Formaggi e latticini;cena,pranzo;307;20.9;24.7;0.2;1283;78.0;0;0.2;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;650;0;310;0;100.0;350.0;0;0;0.2;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;283;5.0;52.0;100.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Cheddar;Formaggi e latticini;cena,pranzo;388;26.7;31.0;0.5;1622;0.0;0;0.5;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;610;0;545;0;120.0;810.0;0;0;0.5;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;420;1.0;45.0;10.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Crescenza;Formaggi e latticini;cena,pranzo;281;16.1;23.3;1.9;1177;53.0;0;1.9;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;350;20;285;0;110.0;557.0;0;0;0.1;0;0.0;233.0;6.4;0;0;0;0.0;0;0;0;0.0;0;135;0.0;0.0;0.0;0;0;0.0;0.0;0;tr;0;0.45;0;0;0;0;0;0;0;267.0;62.0;634.0;1634.0;422.0;155.0;224.0;391.0;627.0;776.0;248.0;919.0;280.0;478.0;329.0;509.0;137.0;472.0;130;Isoleucina;0;0;0;0;0;0;0;0;0;0;0;0;0
Dolce verde;Formaggi e latticini;cena,pranzo;276;19.1;21.1;2.5;1153;0.0;0;2.5;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;300;0;0.0;360.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;30.0;0.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Edam;Formaggi e latticini;cena,pranzo;326;25.5;24.3;1.4;1364;79.0;0;1.4;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Emmenthal;Formaggi e latticini;cena,pranzo;403;28.5;30.6;3.6;1686;0.0;0;3.6;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;450;0;700;0;107.0;1145.0;100;0;0.3;0;0.0;391.0;5.0;0;0;0;0.0;0;0;0;0.0;0;343;1.0;45.0;10.0;0;0;0.0;0.0;0;1;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Feta;Formaggi e latticini;cena,pranzo;250;15.6;20.2;1.5;1045;68.0;0;1.5;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1440;0;280;0;95.0;360.0;0;0;0.2;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;226;4.0;21.0;20.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Fior di latte;Formaggi e latticini;colazione;268;20.6;20.3;0.7;1120;0.0;0;0.7;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;200;0;355;0;145.0;350.0;0;0;0.4;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;300;3.0;27.0;30.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Fontina;Formaggi e latticini;cena,pranzo;361;24.5;28.9;0.8;1511;82.0;0;0.8;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;686;27;561;0;0.0;870.0;0;0;0.3;0;0.0;425.0;0;0;0;0;0.0;0;0;0;0.0;0;420;1.0;45.0;20.0;0;0;0.0;0.0;0;0;0;0.62;0;0;0;0;0;0;0.10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Formaggino;Formaggi e latticini;cena,pranzo;309;11.2;26.9;6.0;1295;0.0;0;6.0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1000;0;650;0;108.0;430.0;0;0;0.3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;370;2.0;30.0;10.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Formaggino con ridotto contenuto di grasso;Formaggi e latticini;cena,pranzo;239;14.7;17.3;6.5;999;0.0;0;6.5;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1000;0;665;0;0.0;430.0;0;0;0.3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;240;2.0;20.0;10.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Formaggio cremoso spalmabile;Formaggi e latticini;cena,pranzo;313;8.6;31.0;;1311;90.0;0;tr;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;330;0;130;0;150.0;110.0;0;0;0.1;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;3.0;17.0;10.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Gorgonzola;Formaggi e latticini;cena,pranzo;324;19.1;27.1;0.1;1356;70.0;0;1.0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;600;20;326;0;111.0;401.0;0;0;0.3;0;0.0;281.0;7.3;0;0;0;0.0;0;0;0;0.0;0;287;1.0;18.0;90.0;0;0;0.0;0.0;0;0;0;0.52;0;0;0;0;0;0;0.05;314.0;73.0;728.0;1654.0;482.0;188.0;257.0;471.0;728.0;801.0;314.0;942.0;277.0;487.0;372.0;555.0;110.0;539.0;136;Leucina;0;0;0;0;0;0;0;0;0;0;0;0;0
Grana Padano, DOP;Formaggi e latticini;cena,pranzo;392;33.9;28.5;0.0;1641;98.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;700;63;692;0;120.0;1165.0;0;0;0.1;0;50.0;1100.0;12.0;0;0;0;0.0;0;0;0;0.0;0;224;2.0;36.0;10.0;25;12;6.0;55.0;30;0;5;0.21;0;0;0;0;0;0;0.04;280.0;59.0;640.0;186.0;513.0;189.0;271.0;410.0;729.0;832.0;283.0;891.0;242.0;575.0;324.0;563.0;91.0;590.0;137;Isoleucina;0;0;0;0;0;0;0;0;0;0;0;0;0
Groviera;Formaggi e latticini;cena,pranzo;417;30.6;32.1;1.5;1744;100.0;0;1.5;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;332;0;685;0;80.0;1123.0;0;0;0.5;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;400;1.0;45.0;10.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Italico;Formaggi e latticini;cena,pranzo;316;21.2;25.2;1.2;1323;0.0;0;1.2;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;350;0.0;0.0;0.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
